Sample number,epoch machine time (ns),Timestamp for frame capture.read  (ns),Timestamp LPMSB2 (s),"Quaternions [q0, q1, q2, q3] LPMS-B2","Euler [Roll, Pitch, Yaw] LPMSB2"
30,1692882663793702403,1692882663746529963,1212.46,"[0.06718014925718307, 0.2692895233631134, -0.5715755224227905, -0.7721861600875854]","[76.60677337646484, 29.516902923583984, -166.436279296875]"
31,1692882663800302215,1692882663746529963,1212.465,"[0.06703182309865952, 0.26927369832992554, -0.5714040398597717, -0.7723314166069031]","[76.58033752441406, 29.507768630981445, -166.43080139160156]"
32,1692882663807637556,1692882663746529963,1212.47,"[0.06687667965888977, 0.2692425847053528, -0.5712218284606934, -0.7724905014038086]","[76.55133819580078, 29.496965408325195, -166.4265594482422]"
33,1692882663814222783,1692882663746529963,1212.4750000000001,"[0.06671050935983658, 0.26918429136276245, -0.5710300207138062, -0.7726670503616333]","[76.51930236816406, 29.483110427856445, -166.4241485595703]"
34,1692882663820245288,1692882663746529963,1212.48,"[0.06653277575969696, 0.2691144347190857, -0.5708281993865967, -0.7728556990623474]","[76.4851303100586, 29.46756935119629, -166.422119140625]"
35,1692882663827841725,1692882663746529963,1212.4850000000001,"[0.06634916365146637, 0.2690408229827881, -0.570608913898468, -0.7730591893196106]","[76.44805145263672, 29.45157241821289, -166.4206085205078]"
36,1692882663834041095,1692882663746529963,1212.49,"[0.06616172939538956, 0.2689555585384369, -0.5703787803649902, -0.7732746005058289]","[76.40863800048828, 29.434450149536133, -166.42022705078125]"
37,1692882663841841008,1692882663746529963,1212.4950000000001,"[0.06596113741397858, 0.2688649892807007, -0.5701435804367065, -0.7734966278076172]","[76.36825561523438, 29.41599464416504, -166.4192657470703]"
38,1692882663847819799,1692882663847185717,1212.5,"[0.06574282050132751, 0.26888322830200195, -0.569935142993927, -0.7736626267433167]","[76.33883666992188, 29.405536651611328, -166.40550231933594]"
39,1692882663853746048,1692882663847185717,1212.505,"[0.06554258614778519, 0.26878535747528076, -0.5697303414344788, -0.7738642692565918]","[76.30281066894531, 29.38593864440918, -166.40399169921875]"
40,1692882663861718016,1692882663847185717,1212.51,"[0.06534980237483978, 0.268685519695282, -0.5695536732673645, -0.7740453481674194]","[76.27101135253906, 29.366212844848633, -166.40220642089844]"
41,1692882663868074278,1692882663847185717,1212.515,"[0.06518717855215073, 0.2686000168323517, -0.5694114565849304, -0.7741933465003967]","[76.24519348144531, 29.349342346191406, -166.40054321289062]"
42,1692882663874553253,1692882663847185717,1212.52,"[0.06502498686313629, 0.268520712852478, -0.5693022012710571, -0.7743148803710938]","[76.22490692138672, 29.33248519897461, -166.39698791503906]"
43,1692882663881142273,1692882663847185717,1212.525,"[0.06484813243150711, 0.2684333622455597, -0.5692171454429626, -0.7744225263595581]","[76.20807647705078, 29.313434600830078, -166.39183044433594]"
44,1692882663887043298,1692882663847185717,1212.53,"[0.06467096507549286, 0.2683510184288025, -0.5691380500793457, -0.774523913860321]","[76.1925048828125, 29.294710159301758, -166.3859100341797]"
45,1692882663894464202,1692882663847185717,1212.535,"[0.06452680379152298, 0.2682980000972748, -0.5690677165985107, -0.7746060490608215]","[76.17973327636719, 29.280832290649414, -166.3800506591797]"
46,1692882663900380013,1692882663847185717,1212.54,"[0.06438475102186203, 0.2682291567325592, -0.5690311193466187, -0.7746686339378357]","[76.1712646484375, 29.26510238647461, -166.37448120117188]"
47,1692882663906027740,1692882663847185717,1212.545,"[0.06423136591911316, 0.26815786957740784, -0.5690249800682068, -0.7747105360031128]","[76.16753387451172, 29.24781036376953, -166.36683654785156]"
48,1692882663911775277,1692882663847185717,1212.55,"[0.06426870822906494, 0.2676246166229248, -0.5694155693054199, -0.7746047973632812]","[76.1961669921875, 29.19593620300293, -166.4037322998047]"
49,1692882663917567801,1692882663847185717,1212.555,"[0.06413698941469193, 0.26756829023361206, -0.5693941712379456, -0.7746508717536926]","[76.19074249267578, 29.181806564331055, -166.39735412597656]"
50,1692882663923680209,1692882663847185717,1212.56,"[0.06400816887617111, 0.2675248980522156, -0.5693770051002502, -0.7746891379356384]","[76.18672180175781, 29.168962478637695, -166.38990783691406]"
51,1692882663929612540,1692882663847185717,1212.565,"[0.0638955682516098, 0.2674905061721802, -0.5693650245666504, -0.7747191786766052]","[76.18389129638672, 29.158010482788086, -166.38294982910156]"
52,1692882663935214083,1692882663847185717,1212.57,"[0.06378751993179321, 0.26746904850006104, -0.5693490505218506, -0.7747472524642944]","[76.1811752319336, 29.148603439331055, -166.37539672851562]"
53,1692882663941180388,1692882663847185717,1212.575,"[0.06369387358427048, 0.2674529254436493, -0.5693286061286926, -0.774775505065918]","[76.17793273925781, 29.140792846679688, -166.36886596679688]"
54,1692882663947176872,1692882663947711454,1212.58,"[0.06360621005296707, 0.2674467861652374, -0.569293737411499, -0.7748103737831116]","[76.17298889160156, 29.13455581665039, -166.36256408691406]"
55,1692882663953853952,1692882663947711454,1212.585,"[0.06352146714925766, 0.2674545347690582, -0.5692305564880371, -0.7748610377311707]","[76.16442108154297, 29.130266189575195, -166.3563995361328]"
56,1692882663959681897,1692882663947711454,1212.59,"[0.06343501806259155, 0.2674716114997864, -0.56913822889328, -0.7749300599098206]","[76.15187072753906, 29.127199172973633, -166.35040283203125]"
57,1692882663965431197,1692882663947711454,1212.595,"[0.06334540247917175, 0.26749497652053833, -0.5690239071846008, -0.775013267993927]","[76.13630676269531, 29.12485694885254, -166.34439086914062]"
58,1692882663971104387,1692882663947711454,1212.6000000000001,"[0.06322888284921646, 0.2677192986011505, -0.5689303874969482, -0.7750139832496643]","[76.13631439208984, 29.13821792602539, -166.3165283203125]"
59,1692882663976942137,1692882663947711454,1212.605,"[0.06313803791999817, 0.2677578330039978, -0.5687627196311951, -0.7751311659812927]","[76.11333465576172, 29.138076782226562, -166.31114196777344]"
60,1692882663982712172,1692882663947711454,1212.6100000000001,"[0.06305129081010818, 0.2678035795688629, -0.5685736536979675, -0.7752611637115479]","[76.0874252319336, 29.139259338378906, -166.30633544921875]"
61,1692882663988248189,1692882663947711454,1212.615,"[0.06296376883983612, 0.26786351203918457, -0.5683649182319641, -0.7754006385803223]","[76.05929565429688, 29.142000198364258, -166.30093383789062]"
62,1692882663993856609,1692882663947711454,1212.6200000000001,"[0.06289032846689224, 0.2679416537284851, -0.5681373476982117, -0.7755463719367981]","[76.02920532226562, 29.14771842956543, -166.2959442138672]"
63,1692882663999359510,1692882663947711454,1212.625,"[0.06283693760633469, 0.26804104447364807, -0.5678994059562683, -0.7756906151771545]","[75.99856567382812, 29.156965255737305, -166.2913055419922]"
64,1692882664004949641,1692882663947711454,1212.63,"[0.06278971582651138, 0.2681470513343811, -0.5676525235176086, -0.7758384943008423]","[75.96688079833984, 29.16740608215332, -166.28700256347656]"
65,1692882664010818142,1692882663947711454,1212.635,"[0.06274449825286865, 0.26825347542762756, -0.5674141049385071, -0.7759796380996704]","[75.9365463256836, 29.177886962890625, -166.28250122070312]"
66,1692882664016439016,1692882663947711454,1212.64,"[0.0627121701836586, 0.26837027072906494, -0.5671867728233337, -0.7761080861091614]","[75.90841674804688, 29.19002342224121, -166.27783203125]"
67,1692882664021959216,1692882663947711454,1212.645,"[0.06269078701734543, 0.26850295066833496, -0.5669651031494141, -0.7762259244918823]","[75.88203430175781, 29.20427894592285, -166.27252197265625]"
68,1692882664027483866,1692882663947711454,1212.65,"[0.06271746009588242, 0.2685226798057556, -0.5668481588363647, -0.7763023972511292]","[75.86470031738281, 29.210006713867188, -166.2779083251953]"
69,1692882664033490807,1692882663947711454,1212.655,"[0.06271516531705856, 0.26866453886032104, -0.5666841268539429, -0.7763732671737671]","[75.84767150878906, 29.22544288635254, -166.27125549316406]"
70,1692882664039247467,1692882663947711454,1212.66,"[0.06272115558385849, 0.2688116729259491, -0.5665498375892639, -0.7764198780059814]","[75.83551025390625, 29.241424560546875, -166.26370239257812]"
71,1692882664044978905,1692882663947711454,1212.665,"[0.06274202466011047, 0.2689705789089203, -0.5664374828338623, -0.7764450311660767]","[75.82733917236328, 29.259153366088867, -166.25559997558594]"
72,1692882664051404736,1692882664048616839,1212.67,"[0.0627710148692131, 0.26913803815841675, -0.5663493871688843, -0.7764489054679871]","[75.82339477539062, 29.277799606323242, -166.24649047851562]"
73,1692882664057542312,1692882664048616839,1212.675,"[0.06280887126922607, 0.26931509375572205, -0.5662839412689209, -0.7764322757720947]","[75.8234634399414, 29.29754066467285, -166.23643493652344]"
74,1692882664063235147,1692882664048616839,1212.68,"[0.06285367161035538, 0.2694997787475586, -0.5662431120872498, -0.7763943672180176]","[75.8277816772461, 29.318038940429688, -166.225341796875]"
75,1692882664068790799,1692882664048616839,1212.685,"[0.06290645152330399, 0.2696882486343384, -0.5662127137184143, -0.7763468027114868]","[75.83387756347656, 29.339263916015625, -166.2142333984375]"
76,1692882664074931287,1692882664048616839,1212.69,"[0.06296627223491669, 0.26988255977630615, -0.5661953687667847, -0.7762869596481323]","[75.84231567382812, 29.36129379272461, -166.20269775390625]"
77,1692882664080905575,1692882664048616839,1212.695,"[0.06303196400403976, 0.27008190751075745, -0.566191554069519, -0.776215136051178]","[75.85310363769531, 29.383943557739258, -166.1907196044922]"
78,1692882664086716663,1692882664048616839,1212.7,"[0.06314358115196228, 0.27020350098609924, -0.5663031935691833, -0.7760822772979736]","[75.87675476074219, 29.40087890625, -166.18556213378906]"
79,1692882664092424194,1692882664048616839,1212.705,"[0.0632183849811554, 0.2704007625579834, -0.5663257241249084, -0.7759909629821777]","[75.8914794921875, 29.42353057861328, -166.1735382080078]"
80,1692882664098216431,1692882664048616839,1212.71,"[0.06330160051584244, 0.2706089913845062, -0.5663591623306274, -0.7758872509002686]","[75.90849304199219, 29.44757652282715, -166.16085815429688]"
81,1692882664103887598,1692882664048616839,1212.715,"[0.06339362263679504, 0.2708207368850708, -0.5664054751396179, -0.7757720947265625]","[75.92765045166016, 29.472332000732422, -166.1481475830078]"
82,1692882664110839467,1692882664048616839,1212.72,"[0.06349742412567139, 0.2710416913032532, -0.5664696097373962, -0.7756394743919373]","[75.95006561279297, 29.498451232910156, -166.13494873046875]"
83,1692882664116846064,1692882664048616839,1212.7250000000001,"[0.0636076033115387, 0.27127450704574585, -0.5665606260299683, -0.7754825949668884]","[75.97736358642578, 29.525604248046875, -166.12014770507812]"
84,1692882664122582352,1692882664048616839,1212.73,"[0.06374038755893707, 0.2715136706829071, -0.5666787028312683, -0.7753016948699951]","[76.00907135009766, 29.554466247558594, -166.10577392578125]"
85,1692882664128949350,1692882664048616839,1212.7350000000001,"[0.06388707458972931, 0.2717621326446533, -0.5668362379074097, -0.7750874161720276]","[76.04739379882812, 29.584440231323242, -166.09022521972656]"
86,1692882664134825518,1692882664048616839,1212.74,"[0.0640571117401123, 0.2720114290714264, -0.5670289397239685, -0.7748450040817261]","[76.0910873413086, 29.615549087524414, -166.07533264160156]"
87,1692882664141266709,1692882664048616839,1212.7450000000001,"[0.064235620200634, 0.2722647190093994, -0.5672552585601807, -0.7745754718780518]","[76.14025115966797, 29.647010803222656, -166.05946350097656]"
88,1692882664147798550,1692882664149512146,1212.75,"[0.0644146278500557, 0.2725681662559509, -0.567514955997467, -0.7742636799812317]","[76.19776153564453, 29.682395935058594, -166.0375518798828]"
89,1692882664161516326,1692882664149512146,1212.755,"[0.06459227204322815, 0.2728254199028015, -0.567783772945404, -0.7739611864089966]","[76.25394439697266, 29.713367462158203, -166.01937866210938]"
90,1692882664169247910,1692882664149512146,1212.76,"[0.06476091593503952, 0.2730754315853119, -0.5680569410324097, -0.7736583948135376]","[76.31049346923828, 29.742958068847656, -166.00079345703125]"
91,1692882664176037787,1692882664149512146,1212.765,"[0.0649239644408226, 0.2733302712440491, -0.5683308839797974, -0.7733533978462219]","[76.36759948730469, 29.772560119628906, -165.98117065429688]"
92,1692882664182067691,1692882664149512146,1212.77,"[0.06507842242717743, 0.273578017950058, -0.5686039328575134, -0.7730520963668823]","[76.42424774169922, 29.800912857055664, -165.9613800048828]"
93,1692882664188025182,1692882664149512146,1212.775,"[0.0652284175157547, 0.27382445335388184, -0.5688716173171997, -0.7727552652359009]","[76.48007202148438, 29.828907012939453, -165.9414520263672]"
94,1692882664193723951,1692882664149512146,1212.78,"[0.06537448614835739, 0.2740672826766968, -0.5691367387771606, -0.772461473941803]","[76.53536987304688, 29.8563289642334, -165.9215545654297]"
95,1692882664199538029,1692882664149512146,1212.785,"[0.06551546603441238, 0.27430564165115356, -0.5693996548652649, -0.7721710205078125]","[76.59014129638672, 29.883014678955078, -165.90164184570312]"
96,1692882664205344573,1692882664149512146,1212.79,"[0.06565319746732712, 0.2745361924171448, -0.5696578025817871, -0.7718870043754578]","[76.64374542236328, 29.908843994140625, -165.88230895996094]"
97,1692882664211339971,1692882664149512146,1212.795,"[0.06579788029193878, 0.2747611701488495, -0.5699315071105957, -0.7715926170349121]","[76.69942474365234, 29.93438148498535, -165.86346435546875]"
98,1692882664217051636,1692882664149512146,1212.8,"[0.06593840569257736, 0.27506202459335327, -0.5702449679374695, -0.7712416052818298]","[76.7662353515625, 29.965646743774414, -165.83541870117188]"
99,1692882664222842283,1692882664149512146,1212.805,"[0.06607913225889206, 0.2752818465232849, -0.5704979300498962, -0.7709640264511108]","[76.8184814453125, 29.990795135498047, -165.81744384765625]"
100,1692882664228613815,1692882664149512146,1212.81,"[0.06620772927999496, 0.275490403175354, -0.5707333087921143, -0.7707042694091797]","[76.86740112304688, 30.014366149902344, -165.80010986328125]"
101,1692882664234563576,1692882664149512146,1212.815,"[0.06631910055875778, 0.2756800949573517, -0.5709196329116821, -0.7704889178276062]","[76.90760803222656, 30.03590202331543, -165.78494262695312]"
102,1692882664240626591,1692882664149512146,1212.82,"[0.06641578674316406, 0.27585500478744507, -0.5710493326187134, -0.7703219056129456]","[76.9381332397461, 30.056089401245117, -165.77210998535156]"
103,1692882664246694555,1692882664149512146,1212.825,"[0.06650406122207642, 0.2760130763053894, -0.571124792098999, -0.770201563835144]","[76.95915985107422, 30.075162887573242, -165.7623291015625]"
104,1692882664253018703,1692882664250134292,1212.83,"[0.06658156961202621, 0.27615904808044434, -0.5711435675621033, -0.7701286673545837]","[76.9705810546875, 30.09340476989746, -165.75503540039062]"
105,1692882664259183119,1692882664250134292,1212.835,"[0.06664300709962845, 0.2762916684150696, -0.5710982084274292, -0.7701094746589661]","[76.97120666503906, 30.11048126220703, -165.75018310546875]"
106,1692882664265107435,1692882664250134292,1212.84,"[0.06669716536998749, 0.27641019225120544, -0.5710097551345825, -0.7701278924942017]","[76.9642105102539, 30.126558303833008, -165.74777221679688]"
107,1692882664270930236,1692882664250134292,1212.845,"[0.06673859059810638, 0.27651727199554443, -0.5708805918693542, -0.7701815962791443]","[76.95020294189453, 30.14145278930664, -165.7469482421875]"
108,1692882664276912625,1692882664250134292,1212.8500000000001,"[0.06678686290979385, 0.27674400806427, -0.570922315120697, -0.7700649499893188]","[76.97067260742188, 30.16433334350586, -165.72830200195312]"
109,1692882664282712542,1692882664250134292,1212.855,"[0.06680569052696228, 0.27683570981025696, -0.5707284212112427, -0.7701740860939026]","[76.9457015991211, 30.177410125732422, -165.7295379638672]"
110,1692882664288696067,1692882664250134292,1212.8600000000001,"[0.06681948155164719, 0.27691227197647095, -0.5705103874206543, -0.7703068256378174]","[76.91602325439453, 30.18921661376953, -165.7327423095703]"
111,1692882664294561164,1692882664250134292,1212.865,"[0.06682571768760681, 0.2769894301891327, -0.570274829864502, -0.7704529762268066]","[76.88368225097656, 30.200847625732422, -165.7359161376953]"
112,1692882664300424836,1692882664250134292,1212.8700000000001,"[0.0668296292424202, 0.27706044912338257, -0.5700145959854126, -0.7706197500228882]","[76.84709167480469, 30.21221351623535, -165.74049377441406]"
113,1692882664306034893,1692882664250134292,1212.875,"[0.06682774424552917, 0.2771297097206116, -0.5697365403175354, -0.7708005905151367]","[76.8076400756836, 30.223329544067383, -165.74545288085938]"
114,1692882664312036506,1692882664250134292,1212.88,"[0.06681722402572632, 0.277191162109375, -0.5694486498832703, -0.7709921002388]","[76.76624298095703, 30.233304977416992, -165.750732421875]"
115,1692882664317991030,1692882664250134292,1212.885,"[0.06679190695285797, 0.2772439122200012, -0.5691410899162292, -0.7712024450302124]","[76.7213363647461, 30.241802215576172, -165.75628662109375]"
116,1692882664324174452,1692882664250134292,1212.89,"[0.06676113605499268, 0.27728772163391113, -0.5688112378120422, -0.7714325785636902]","[76.67242431640625, 30.249509811401367, -165.7631072998047]"
117,1692882664329955372,1692882664250134292,1212.895,"[0.06672520935535431, 0.2773229777812958, -0.5684472918510437, -0.7716913223266602]","[76.61766052246094, 30.256694793701172, -165.7716827392578]"
118,1692882664335731247,1692882664250134292,1212.9,"[0.06671331822872162, 0.27730342745780945, -0.5682279467582703, -0.7718608975410461]","[76.58198547363281, 30.25809097290039, -165.7816162109375]"
119,1692882664341812835,1692882664250134292,1212.905,"[0.06664853543043137, 0.2773195207118988, -0.5677749514579773, -0.7721939086914062]","[76.5123062133789, 30.263111114501953, -165.7930145263672]"
120,1692882664347628639,1692882664250134292,1212.91,"[0.06656394153833389, 0.27731332182884216, -0.5672621130943298, -0.7725802659988403]","[76.4320297241211, 30.265785217285156, -165.80712890625]"
121,1692882664353618713,1692882664350850165,1212.915,"[0.06643915921449661, 0.2772826850414276, -0.566681981086731, -0.7730276584625244]","[76.34007263183594, 30.264596939086914, -165.8225860595703]"
122,1692882664359388888,1692882664350850165,1212.92,"[0.06629963964223862, 0.2772511839866638, -0.5660221576690674, -0.7735341787338257]","[76.23574829101562, 30.26370620727539, -165.84002685546875]"
123,1692882664364865392,1692882664350850165,1212.925,"[0.06617207825183868, 0.2772340774536133, -0.5652995109558105, -0.774079442024231]","[76.1224136352539, 30.26608657836914, -165.85984802246094]"
124,1692882664370897241,1692882664350850165,1212.93,"[0.06600221991539001, 0.27718523144721985, -0.5645171403884888, -0.7746821641921997]","[75.99822998046875, 30.26364517211914, -165.881103515625]"
125,1692882664377040270,1692882664350850165,1212.935,"[0.06576754152774811, 0.27710485458374023, -0.563673198223114, -0.7753451466560364]","[75.86319732666016, 30.254812240600586, -165.9016876220703]"
126,1692882664383024307,1692882664350850165,1212.94,"[0.06549563258886337, 0.2770380973815918, -0.5627455115318298, -0.7760655879974365]","[75.71643829345703, 30.246028900146484, -165.9208984375]"
127,1692882664388665315,1692882664350850165,1212.945,"[0.06525501608848572, 0.27699074149131775, -0.5617536902427673, -0.7768208980560303]","[75.56068420410156, 30.24236488342285, -165.94384765625]"
128,1692882664394741986,1692882664350850165,1212.95,"[0.0649317130446434, 0.27711978554725647, -0.5606338977813721, -0.7776104807853699]","[75.39697265625, 30.250957489013672, -165.94778442382812]"
129,1692882664400468179,1692882664350850165,1212.955,"[0.06459137052297592, 0.2770281434059143, -0.5595647692680359, -0.7784411311149597]","[75.22782135009766, 30.237552642822266, -165.96841430664062]"
130,1692882664406029537,1692882664350850165,1212.96,"[0.06423338502645493, 0.2769501805305481, -0.5584452152252197, -0.7793020606040955]","[75.05207824707031, 30.22501564025879, -165.98805236816406]"
131,1692882664411930529,1692882664350850165,1212.965,"[0.06388375163078308, 0.2768954932689667, -0.5572680234909058, -0.7801923751831055]","[74.86894989013672, 30.2161922454834, -166.0085906982422]"
132,1692882664417820008,1692882664350850165,1212.97,"[0.06349912285804749, 0.2768365144729614, -0.5560284852981567, -0.7811285853385925]","[74.6764907836914, 30.20560073852539, -166.02862548828125]"
133,1692882664424039995,1692882664350850165,1212.9750000000001,"[0.06306467205286026, 0.2767903804779053, -0.5547072291374207, -0.7821188569068909]","[74.47297668457031, 30.1940860748291, -166.04591369628906]"
134,1692882664429903425,1692882664350850165,1212.98,"[0.06260443478822708, 0.27676689624786377, -0.5532975196838379, -0.783161997795105]","[74.25773620605469, 30.18437957763672, -166.06216430664062]"
135,1692882664435786220,1692882664350850165,1212.9850000000001,"[0.06213544309139252, 0.2767762243747711, -0.551823616027832, -0.7842352390289307]","[74.0350112915039, 30.17818832397461, -166.07701110839844]"
136,1692882664441661209,1692882664350850165,1212.99,"[0.06165201589465141, 0.2768230140209198, -0.5502982139587402, -0.7853278517723083]","[73.80715942382812, 30.175323486328125, -166.08897399902344]"
137,1692882664447652629,1692882664350850165,1212.9950000000001,"[0.06114541366696358, 0.2769133746623993, -0.5487534403800964, -0.7864159941673279]","[73.57958984375, 30.175186157226562, -166.0953826904297]"
138,1692882664453434333,1692882664451397862,1213.0,"[0.0606483556330204, 0.27694082260131836, -0.5472068786621094, -0.7875216007232666]","[73.34822082519531, 30.170047760009766, -166.10833740234375]"
139,1692882664459356209,1692882664451397862,1213.005,"[0.06011488661170006, 0.2771487236022949, -0.5457508563995361, -0.788499116897583]","[73.1426010131836, 30.1773624420166, -166.09750366210938]"
140,1692882664465041667,1692882664451397862,1213.01,"[0.05962114408612251, 0.2774202525615692, -0.5444250106811523, -0.7893571853637695]","[72.9607162475586, 30.19110870361328, -166.07933044433594]"
141,1692882664470784180,1692882664451397862,1213.015,"[0.05918794125318527, 0.27776530385017395, -0.5432642698287964, -0.7900677919387817]","[72.80821990966797, 30.2130126953125, -166.0535888671875]"
142,1692882664476720306,1692882664451397862,1213.02,"[0.05877729877829552, 0.2781738042831421, -0.5422914028167725, -0.7906230688095093]","[72.6883544921875, 30.239124298095703, -166.01657104492188]"
143,1692882664482469935,1692882664451397862,1213.025,"[0.058391962200403214, 0.2786433696746826, -0.5415088534355164, -0.7910223603248596]","[72.60132598876953, 30.269357681274414, -165.9687042236328]"
144,1692882664488166140,1692882664451397862,1213.03,"[0.058064188808202744, 0.2791823446750641, -0.5409141182899475, -0.7912634015083313]","[72.54673767089844, 30.30672264099121, -165.9124755859375]"
145,1692882664494033210,1692882664451397862,1213.035,"[0.05779104679822922, 0.2797841727733612, -0.5405061841011047, -0.7913495898246765]","[72.52412414550781, 30.350399017333984, -165.84820556640625]"
