Sample number,epoch machine time (ns),Timestamp for frame capture.read  (ns),Timestamp LPMSB2 (s),"Quaternions [q0, q1, q2, q3] LPMS-B2","Euler [Roll, Pitch, Yaw] LPMSB2"
35,1692887443185675770,1692887443188069840,4676.455,"[0.2483314722776413, 0.21575148403644562, -0.8143905997276306, -0.47806990146636963]","[121.9970474243164, 37.64491653442383, -171.72415161132812]"
36,1692887443192642461,1692887443188069840,4676.46,"[0.24812014400959015, 0.21613265573978424, -0.8143001198768616, -0.47816142439842224]","[122.00053405761719, 37.64600372314453, -171.67002868652344]"
37,1692887443199851354,1692887443188069840,4676.465,"[0.24790050089359283, 0.2165156751871109, -0.814203143119812, -0.4782673418521881]","[122.00205993652344, 37.646461486816406, -171.61590576171875]"
38,1692887443205825796,1692887443188069840,4676.47,"[0.2476796954870224, 0.2169005423784256, -0.8141078948974609, -0.4783695936203003]","[122.0042495727539, 37.64686965942383, -171.56129455566406]"
39,1692887443211764716,1692887443188069840,4676.475,"[0.24745053052902222, 0.21728911995887756, -0.8140116333961487, -0.47847551107406616]","[122.0062026977539, 37.64665985107422, -171.50588989257812]"
40,1692887443219351773,1692887443188069840,4676.4800000000005,"[0.2472119927406311, 0.2176729142665863, -0.8139262199401855, -0.4785696864128113]","[122.01019287109375, 37.64504623413086, -171.4497833251953]"
41,1692887443225324059,1692887443188069840,4676.485,"[0.24697072803974152, 0.21805201470851898, -0.8138543963432312, -0.4786439836025238]","[122.01725006103516, 37.64265441894531, -171.3929901123047]"
42,1692887443232498081,1692887443188069840,4676.49,"[0.2467266172170639, 0.2184319794178009, -0.8137930631637573, -0.4787006378173828]","[122.02718353271484, 37.639835357666016, -171.3349609375]"
43,1692887443239021158,1692887443188069840,4676.495,"[0.2464837282896042, 0.21881318092346191, -0.8137445449829102, -0.4787342846393585]","[122.04076385498047, 37.636966705322266, -171.275634765625]"
44,1692887443244967166,1692887443188069840,4676.5,"[0.24588452279567719, 0.21903826296329498, -0.8138403296470642, -0.47877657413482666]","[122.05998229980469, 37.586769104003906, -171.21124267578125]"
45,1692887443252176356,1692887443188069840,4676.505,"[0.24565744400024414, 0.21940481662750244, -0.8138185739517212, -0.4787624478340149]","[122.08011627197266, 37.584197998046875, -171.1521759033203]"
46,1692887443258166344,1692887443188069840,4676.51,"[0.24543829262256622, 0.21976028382778168, -0.813808798789978, -0.4787284731864929]","[122.102783203125, 37.58159255981445, -171.09388732910156]"
47,1692887443264026096,1692887443188069840,4676.515,"[0.2452269345521927, 0.2201082557439804, -0.8138099312782288, -0.4786747992038727]","[122.12806701660156, 37.57914733886719, -171.0359649658203]"
48,1692887443269882015,1692887443188069840,4676.52,"[0.24502088129520416, 0.22045302391052246, -0.8138177394866943, -0.4786084294319153]","[122.15508270263672, 37.57691955566406, -170.97808837890625]"
49,1692887443275759977,1692887443188069840,4676.525000000001,"[0.2448171079158783, 0.22078831493854523, -0.8138319253921509, -0.4785340428352356]","[122.1830062866211, 37.57427215576172, -170.9210662841797]"
50,1692887443281813369,1692887443188069840,4676.53,"[0.2446203976869583, 0.221112921833992, -0.8138443231582642, -0.47846367955207825]","[122.20977020263672, 37.57176971435547, -170.86598205566406]"
51,1692887443287852642,1692887443288720199,4676.535,"[0.24442769587039948, 0.22143302857875824, -0.8138505816459656, -0.4784035384654999]","[122.234619140625, 37.56953048706055, -170.812255859375]"
52,1692887443294799614,1692887443288720199,4676.54,"[0.2442362755537033, 0.22174878418445587, -0.8138423562049866, -0.4783688485622406]","[122.2552719116211, 37.56745529174805, -170.76048278808594]"
53,1692887443301165013,1692887443288720199,4676.545,"[0.24405504763126373, 0.22205929458141327, -0.8138210773468018, -0.4783536493778229]","[122.2723617553711, 37.56636428833008, -170.7110595703125]"
54,1692887443307146618,1692887443288720199,4676.55,"[0.2433791160583496, 0.2222655862569809, -0.8141003251075745, -0.4781268537044525]","[122.33531951904297, 37.5036735534668, -170.62986755371094]"
55,1692887443313240139,1692887443288720199,4676.555,"[0.24320554733276367, 0.22255419194698334, -0.8140659928321838, -0.4781394302845001]","[122.34708404541016, 37.50238800048828, -170.5850372314453]"
56,1692887443319202821,1692887443288720199,4676.56,"[0.24303747713565826, 0.22282841801643372, -0.8140290975570679, -0.4781600534915924]","[122.35697174072266, 37.50093460083008, -170.54270935058594]"
57,1692887443325153417,1692887443288720199,4676.5650000000005,"[0.24287404119968414, 0.2230953574180603, -0.8139894008636475, -0.4781862497329712]","[122.36563110351562, 37.49959945678711, -170.50184631347656]"
58,1692887443331233792,1692887443288720199,4676.57,"[0.2427133321762085, 0.22335651516914368, -0.8139532804489136, -0.47820746898651123]","[122.37480163574219, 37.498165130615234, -170.46157836914062]"
59,1692887443337234537,1692887443288720199,4676.575,"[0.2425626516342163, 0.2236063927412033, -0.8139168620109558, -0.478228896856308]","[122.38329315185547, 37.49713134765625, -170.42332458496094]"
60,1692887443343233284,1692887443288720199,4676.58,"[0.2424161583185196, 0.2238462120294571, -0.8138847947120667, -0.4782455563545227]","[122.39210510253906, 37.49589157104492, -170.3862762451172]"
61,1692887443349364611,1692887443288720199,4676.585,"[0.242281973361969, 0.2240757793188095, -0.8138567805290222, -0.4782538414001465]","[122.40157318115234, 37.49525833129883, -170.35079956054688]"
62,1692887443355547654,1692887443288720199,4676.59,"[0.2421518862247467, 0.22430089116096497, -0.8138375878334045, -0.47824692726135254]","[122.4131851196289, 37.4946174621582, -170.3153076171875]"
63,1692887443361335286,1692887443288720199,4676.595,"[0.24203214049339294, 0.22451120615005493, -0.8138341307640076, -0.4782145917415619]","[122.42803192138672, 37.4939079284668, -170.28089904785156]"
64,1692887443367213022,1692887443288720199,4676.6,"[0.24128642678260803, 0.22454047203063965, -0.8141701221466064, -0.47800594568252563]","[122.48454284667969, 37.41325759887695, -170.21737670898438]"
65,1692887443373094139,1692887443288720199,4676.6050000000005,"[0.24117699265480042, 0.2247224897146225, -0.8141999244689941, -0.4779246151447296]","[122.50593566894531, 37.4113655090332, -170.18441772460938]"
66,1692887443379031615,1692887443288720199,4676.61,"[0.2410743087530136, 0.2249007374048233, -0.8142436742782593, -0.47781825065612793]","[122.53097534179688, 37.40965270996094, -170.15101623535156]"
67,1692887443384914226,1692887443288720199,4676.615,"[0.24097545444965363, 0.2250692993402481, -0.8142982125282288, -0.4776955246925354]","[122.55817413330078, 37.4075813293457, -170.11814880371094]"
68,1692887443390769135,1692887443389313141,4676.62,"[0.24088485538959503, 0.22522813081741333, -0.8143591284751892, -0.4775625765323639]","[122.58646392822266, 37.405677795410156, -170.08641052246094]"
69,1692887443396808052,1692887443389313141,4676.625,"[0.24080008268356323, 0.22537781298160553, -0.8144228458404541, -0.47742608189582825]","[122.6148681640625, 37.403804779052734, -170.0559844970703]"
70,1692887443402932269,1692887443389313141,4676.63,"[0.24071219563484192, 0.22552210092544556, -0.8144904971122742, -0.4772869050502777]","[122.64362335205078, 37.40123748779297, -170.02581787109375]"
71,1692887443408862489,1692887443389313141,4676.635,"[0.240636944770813, 0.22565573453903198, -0.8145554661750793, -0.4771508276462555]","[122.67118835449219, 37.39942169189453, -169.9979248046875]"
72,1692887443415237304,1692887443389313141,4676.64,"[0.2405654340982437, 0.22578246891498566, -0.8146188259124756, -0.4770187735557556]","[122.69781494140625, 37.39763641357422, -169.97129821777344]"
73,1692887443421185730,1692887443389313141,4676.645,"[0.24048075079917908, 0.22590339183807373, -0.8146944046020508, -0.47687485814094543]","[122.72650909423828, 37.393951416015625, -169.94387817382812]"
74,1692887443427074377,1692887443389313141,4676.650000000001,"[0.23975767195224762, 0.22588251531124115, -0.8151742815971375, -0.47642865777015686]","[122.81754302978516, 37.30964660644531, -169.87579345703125]"
75,1692887443432963306,1692887443389313141,4676.655,"[0.23968270421028137, 0.22597435116767883, -0.8152586817741394, -0.4762783944606781]","[122.84605407714844, 37.3051643371582, -169.85215759277344]"
76,1692887443439029182,1692887443389313141,4676.66,"[0.23961186408996582, 0.22606569528579712, -0.8153408169746399, -0.47613000869750977]","[122.87411499023438, 37.301124572753906, -169.82894897460938]"
77,1692887443444852679,1692887443389313141,4676.665,"[0.2395411878824234, 0.22615543007850647, -0.8154221773147583, -0.47598356008529663]","[122.90181732177734, 37.29701614379883, -169.80604553222656]"
78,1692887443451065903,1692887443389313141,4676.67,"[0.23947666585445404, 0.2262348085641861, -0.8154956698417664, -0.47585242986679077]","[122.9266357421875, 37.29313659667969, -169.78558349609375]"
79,1692887443457244493,1692887443389313141,4676.675,"[0.23942144215106964, 0.22631607949733734, -0.8155633807182312, -0.47572562098503113]","[122.95054626464844, 37.2904167175293, -169.76571655273438]"
80,1692887443463158335,1692887443389313141,4676.68,"[0.23936346173286438, 0.22638870775699615, -0.8156259655952454, -0.4756128191947937]","[122.9720687866211, 37.287071228027344, -169.74745178222656]"
81,1692887443469568363,1692887443389313141,4676.685,"[0.23931629955768585, 0.22646211087703705, -0.8156757950782776, -0.4755161702632904]","[122.99077606201172, 37.285118103027344, -169.7306365966797]"
82,1692887443475805779,1692887443389313141,4676.6900000000005,"[0.23926830291748047, 0.22653701901435852, -0.815720796585083, -0.47542744874954224]","[123.00828552246094, 37.283267974853516, -169.71401977539062]"
83,1692887443481946700,1692887443389313141,4676.695,"[0.23922036588191986, 0.22661109268665314, -0.8157616853713989, -0.47534608840942383]","[123.02462005615234, 37.281463623046875, -169.6978759765625]"
84,1692887443487962222,1692887443489996861,4676.7,"[0.23836463689804077, 0.2263479083776474, -0.8160954117774963, -0.47532862424850464]","[123.04447174072266, 37.173866271972656, -169.67298889160156]"
85,1692887443495297193,1692887443489996861,4676.705,"[0.23832014203071594, 0.22640769183635712, -0.8161560297012329, -0.47521838545799255]","[123.06478118896484, 37.17122268676758, -169.6573028564453]"
86,1692887443501391230,1692887443489996861,4676.71,"[0.23828935623168945, 0.22646349668502808, -0.8162263035774231, -0.4750864803791046]","[123.08798217773438, 37.16954040527344, -169.64181518554688]"
87,1692887443507216283,1692887443489996861,4676.715,"[0.23826968669891357, 0.22651264071464539, -0.8163032531738281, -0.4749406576156616]","[123.11283874511719, 37.1684684753418, -169.62709045410156]"
88,1692887443513162705,1692887443489996861,4676.72,"[0.23825505375862122, 0.22657543420791626, -0.8163855671882629, -0.4747764468193054]","[123.1408462524414, 37.16851806640625, -169.61013793945312]"
89,1692887443519093016,1692887443489996861,4676.725,"[0.23823055624961853, 0.22658415138721466, -0.8164600133895874, -0.4746566116809845]","[123.16058349609375, 37.164878845214844, -169.60125732421875]"
90,1692887443525032413,1692887443489996861,4676.7300000000005,"[0.23820523917675018, 0.2266167253255844, -0.8165236711502075, -0.4745442569255829]","[123.17987060546875, 37.16265106201172, -169.58990478515625]"
91,1692887443531057891,1692887443489996861,4676.735,"[0.2382110357284546, 0.22670505940914154, -0.8165863156318665, -0.4743914306163788]","[123.20623779296875, 37.1665153503418, -169.5718231201172]"
92,1692887443538133151,1692887443489996861,4676.74,"[0.2382170706987381, 0.22675591707229614, -0.8166642189025879, -0.47422999143600464]","[123.23286437988281, 37.1681022644043, -169.5577392578125]"
93,1692887443543989384,1692887443489996861,4676.745,"[0.23822756111621857, 0.22679035365581512, -0.8167452216148376, -0.4740687310695648]","[123.25884246826172, 37.16919708251953, -169.5458984375]"
94,1692887443551617019,1692887443489996861,4676.75,"[0.23774154484272003, 0.22674739360809326, -0.8171514272689819, -0.47363319993019104]","[123.33961486816406, 37.108890533447266, -169.49720764160156]"
95,1692887443557756210,1692887443489996861,4676.755,"[0.2377413660287857, 0.22680389881134033, -0.8172438144683838, -0.4734465479850769]","[123.37047576904297, 37.10979461669922, -169.48077392578125]"
96,1692887443563556578,1692887443489996861,4676.76,"[0.23773686587810516, 0.22684314846992493, -0.8173227310180664, -0.4732937812805176]","[123.39566802978516, 37.10965347290039, -169.46786499023438]"
97,1692887443570120188,1692887443489996861,4676.765,"[0.2377282828092575, 0.22689469158649445, -0.8173855543136597, -0.4731649160385132]","[123.4175796508789, 37.11008834838867, -169.45448303222656]"
98,1692887443576031689,1692887443489996861,4676.77,"[0.2377183884382248, 0.2269420474767685, -0.8174408674240112, -0.4730515480041504]","[123.4369888305664, 37.11034393310547, -169.44232177734375]"
99,1692887443583198419,1692887443489996861,4676.775000000001,"[0.23771268129348755, 0.2269890159368515, -0.817501425743103, -0.4729272425174713]","[123.45796966552734, 37.11088180541992, -169.42991638183594]"
100,1692887443589493105,1692887443590604779,4676.78,"[0.23770886659622192, 0.22703057527542114, -0.8175666928291321, -0.47279641032218933]","[123.47977447509766, 37.11121368408203, -169.4179229736328]"
101,1692887443596164414,1692887443590604779,4676.785,"[0.23770765960216522, 0.2270747870206833, -0.8176349401473999, -0.4726577699184418]","[123.50279235839844, 37.111881256103516, -169.4053955078125]"
102,1692887443602496375,1692887443590604779,4676.79,"[0.2377106100320816, 0.22712138295173645, -0.8177105784416199, -0.47250303626060486]","[123.52828216552734, 37.1129264831543, -169.39198303222656]"
103,1692887443608453510,1692887443590604779,4676.795,"[0.23771516978740692, 0.22717180848121643, -0.8177943229675293, -0.4723314940929413]","[123.55646514892578, 37.1141471862793, -169.3773651123047]"
104,1692887443614530637,1692887443590604779,4676.8,"[0.23751048743724823, 0.22713930904865265, -0.8179673552513123, -0.4721502661705017]","[123.58956146240234, 37.087894439697266, -169.35879516601562]"
105,1692887443620610205,1692887443590604779,4676.805,"[0.23750105500221252, 0.2271803766489029, -0.81807541847229, -0.47194814682006836]","[123.62263488769531, 37.08665466308594, -169.34280395507812]"
106,1692887443626635547,1692887443590604779,4676.81,"[0.23748742043972015, 0.22721590101718903, -0.8181909918785095, -0.47173750400543213]","[123.65697479248047, 37.08452606201172, -169.32676696777344]"
107,1692887443632768585,1692887443590604779,4676.8150000000005,"[0.2374727427959442, 0.22725644707679749, -0.8183006644248962, -0.4715349078178406]","[123.69023895263672, 37.08268356323242, -169.31048583984375]"
108,1692887443638794636,1692887443590604779,4676.82,"[0.23745211958885193, 0.22730690240859985, -0.8184115290641785, -0.4713285565376282]","[123.72452545166016, 37.080726623535156, -169.29246520996094]"
109,1692887443644702757,1692887443590604779,4676.825,"[0.23743219673633575, 0.22736255824565887, -0.8185184001922607, -0.47112616896629333]","[123.75833892822266, 37.07917785644531, -169.27407836914062]"
110,1692887443650770153,1692887443590604779,4676.83,"[0.23741455376148224, 0.22741246223449707, -0.8186306357383728, -0.47091591358184814]","[123.79312896728516, 37.07744216918945, -169.25611877441406]"
111,1692887443656715217,1692887443590604779,4676.835,"[0.23739738762378693, 0.22746321558952332, -0.8187450170516968, -0.4707011282444]","[123.82862854003906, 37.07573699951172, -169.2378387451172]"
112,1692887443662785087,1692887443590604779,4676.84,"[0.23737210035324097, 0.22752094268798828, -0.8188656568527222, -0.47047626972198486]","[123.86614227294922, 37.073429107666016, -169.21771240234375]"
113,1692887443669058240,1692887443590604779,4676.845,"[0.23733817040920258, 0.22757989168167114, -0.8189898133277893, -0.4702487587928772]","[123.90433502197266, 37.07020950317383, -169.19676208496094]"
114,1692887443675218945,1692887443590604779,4676.85,"[0.23690859973430634, 0.22746583819389343, -0.8192284107208252, -0.47010472416877747]","[123.93519592285156, 37.01542663574219, -169.17587280273438]"
115,1692887443681094369,1692887443590604779,4676.8550000000005,"[0.23686577379703522, 0.22752483189105988, -0.8193472027778625, -0.46989068388938904]","[123.97148132324219, 37.01142501831055, -169.1550750732422]"
116,1692887443687012316,1692887443590604779,4676.86,"[0.23682977259159088, 0.22759313881397247, -0.8194555044174194, -0.4696868360042572]","[124.00625610351562, 37.00881576538086, -169.1341552734375]"
117,1692887443692963207,1692887443691311734,4676.865,"[0.23681306838989258, 0.2276802957057953, -0.819556474685669, -0.4694767892360687]","[124.04203796386719, 37.00929260253906, -169.1118621826172]"
118,1692887443699122196,1692887443691311734,4676.87,"[0.23681525886058807, 0.22779254615306854, -0.8196367025375366, -0.4692811965942383]","[124.07575988769531, 37.013450622558594, -169.08853149414062]"
119,1692887443705236334,1692887443691311734,4676.875,"[0.23681829869747162, 0.22790749371051788, -0.8196935057640076, -0.46912455558776855]","[124.1034927368164, 37.018348693847656, -169.06695556640625]"
120,1692887443711247041,1692887443691311734,4676.88,"[0.2368386834859848, 0.22801345586776733, -0.8197346329689026, -0.46899089217185974]","[124.12690734863281, 37.0249137878418, -169.04869079589844]"
121,1692887443717314274,1692887443691311734,4676.885,"[0.23687180876731873, 0.22814923524856567, -0.8197582960128784, -0.468866765499115]","[124.14937591552734, 37.03468322753906, -169.02816772460938]"
122,1692887443723520676,1692887443691311734,4676.89,"[0.23687975108623505, 0.2282811403274536, -0.8197810053825378, -0.4687589108943939]","[124.16988372802734, 37.04173278808594, -169.00738525390625]"
123,1692887443729558939,1692887443691311734,4676.895,"[0.2368541955947876, 0.22838333249092102, -0.8198191523551941, -0.46865537762641907]","[124.18972778320312, 37.04350662231445, -168.98825073242188]"
124,1692887443735784782,1692887443691311734,4676.900000000001,"[0.23671482503414154, 0.22861583530902863, -0.8201315999031067, -0.46806544065475464]","[124.29228210449219, 37.03399658203125, -168.9213409423828]"
125,1692887443741414803,1692887443691311734,4676.905,"[0.2366899698972702, 0.22869770228862762, -0.8201791644096375, -0.4679544270038605]","[124.31266021728516, 37.03455352783203, -168.90431213378906]"
126,1692887443747563396,1692887443691311734,4676.91,"[0.23665037751197815, 0.22877489030361176, -0.8202069401741028, -0.4678879380226135]","[124.32636260986328, 37.03384017944336, -168.88922119140625]"
127,1692887443753703971,1692887443691311734,4676.915,"[0.23660853505134583, 0.22885330021381378, -0.8202046155929565, -0.46787506341934204]","[124.3318099975586, 37.033668518066406, -168.87660217285156]"
128,1692887443759842239,1692887443691311734,4676.92,"[0.23655825853347778, 0.22892843186855316, -0.8201955556869507, -0.46787962317466736]","[124.33466339111328, 37.03263854980469, -168.86474609375]"
129,1692887443765782653,1692887443691311734,4676.925,"[0.236496701836586, 0.2289811372756958, -0.8202109336853027, -0.4678579866886139]","[124.34124755859375, 37.02873992919922, -168.85353088378906]"
130,1692887443771748509,1692887443691311734,4676.93,"[0.23644143342971802, 0.22899353504180908, -0.8202699422836304, -0.4677763283252716]","[124.35579681396484, 37.02238845825195, -168.8444061279297]"
131,1692887443777640097,1692887443691311734,4676.935,"[0.2364039123058319, 0.22897832095623016, -0.8203790783882141, -0.4676114320755005]","[124.38201141357422, 37.015228271484375, -168.8353729248047]"
132,1692887443783986692,1692887443691311734,4676.9400000000005,"[0.23638463020324707, 0.2289462834596634, -0.8205313682556152, -0.46736961603164673]","[124.4192123413086, 37.00803756713867, -168.82550048828125]"
133,1692887443789846682,1692887443791870700,4676.945,"[0.23638653755187988, 0.22889506816864014, -0.8207055926322937, -0.4670874774456024]","[124.46153259277344, 37.0014762878418, -168.81716918945312]"
134,1692887443796189798,1692887443791870700,4676.95,"[0.2358897179365158, 0.22860656678676605, -0.821064293384552, -0.4668496251106262]","[124.50301361083984, 36.928001403808594, -168.80860900878906]"
135,1692887443802334519,1692887443791870700,4676.955,"[0.23592810332775116, 0.22852666676044464, -0.821262776851654, -0.4665202796459198]","[124.55082702636719, 36.92308807373047, -168.80355834960938]"
136,1692887443808406465,1692887443791870700,4676.96,"[0.23597654700279236, 0.22843727469444275, -0.8214689493179321, -0.46617627143859863]","[124.60033416748047, 36.91852569580078, -168.79953002929688]"
137,1692887443814291429,1692887443791870700,4676.965,"[0.23604720830917358, 0.22834157943725586, -0.8216794729232788, -0.46581628918647766]","[124.65155029296875, 36.915794372558594, -168.7967987060547]"
138,1692887443820446163,1692887443791870700,4676.97,"[0.23613296449184418, 0.22824254631996155, -0.8219003677368164, -0.46543148159980774]","[124.70609283447266, 36.91416931152344, -168.7941131591797]"
139,1692887443826478444,1692887443791870700,4676.975,"[0.23623138666152954, 0.2281307876110077, -0.8221445083618164, -0.4650047719478607]","[124.76643371582031, 36.912628173828125, -168.7915802001953]"
140,1692887443832521152,1692887443791870700,4676.9800000000005,"[0.2363383024930954, 0.22800953686237335, -0.8224090933799744, -0.4645419120788574]","[124.83184814453125, 36.91098403930664, -168.7888641357422]"
141,1692887443838789824,1692887443791870700,4676.985,"[0.23644334077835083, 0.2278749644756317, -0.8226953148841858, -0.46404749155044556]","[124.90177917480469, 36.90795135498047, -168.7860107421875]"
142,1692887443844881281,1692887443791870700,4676.99,"[0.23654188215732574, 0.22772063314914703, -0.8230084180831909, -0.4635174870491028]","[124.97677612304688, 36.90262985229492, -168.78329467773438]"
143,1692887443850942608,1692887443791870700,4676.995,"[0.23663565516471863, 0.2275427132844925, -0.8233465552330017, -0.46295616030693054]","[125.05599975585938, 36.895023345947266, -168.7815399169922]"
144,1692887443856982384,1692887443791870700,4677.0,"[0.23662152886390686, 0.22738614678382874, -0.8238558769226074, -0.46213337779045105]","[125.1791000366211, 36.873443603515625, -168.75726318359375]"
145,1692887443862935058,1692887443791870700,4677.005,"[0.2367134988307953, 0.22715122997760773, -0.8242299556732178, -0.46153467893600464]","[125.26234436035156, 36.861942291259766, -168.76034545898438]"
